"DATELASTUPDATED","DEFINITION","IDENTIFIER","REFERENCEURL","TITLE","VOCABULARYID"
"2022-03-30 09:36:23.217","","","","East","65"
"2022-03-30 09:35:55.66","","","","North","65"
"2022-03-30 09:36:14.267","","","","South","65"
"2022-03-30 09:36:28.24","","","","West","65"
